title,author,genres,description,published_year,average_rating,num_pages,ratings_count
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Asia', 'War', 'Biography Memoir', 'Autobiography', 'Historical', 'Politics']","From a childhood survivor of the Camdodian genocide under the regime of Pol Pot, this is a riveting narrative of war crimes and desperate actions, the unnerving strength of a small girl and her family, and their triumph of spirit.One of seven children of a high-ranking government official, Loung Ung lived a privileged life in the Cambodian capital of Phnom Penh until the age of five. Then, in April 1975, Pol Pot's Khmer Rouge army stormed into the city, forcing Ung's family to flee and, eventually, to disperse. Loung was trained as a child soldier in a work camp for orphans, her siblings were sent to labor camps, and those who survived the horrors would not be reunited until the Khmer Rouge was destroyed.Harrowing yet hopeful, Loung's powerful story is an unforgettable account of a family shaken and shattered, yet miraculously sustained by courage and love in the face of unspeakable brutality.",2006,4.33,238,34029
"I, the Sun",Janet E. Morris (Goodreads Author),"['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Ancient History', 'Ancient', 'Africa', 'Epic', 'Biblical', 'Adult Fiction']","From palace coups in the lost city of Hattusas to treachery in the Egyptian court of Tutankhamun, I, the Sun, the saga of the Hittite king Suppiluliumas, rings with authenticity and the passion of a world that existed fourteen hundred years before the birth of Christ. They called him Great King, Favorite of the Storm God, the Valiant. He conquered more than forty nations and brought fear and war to the very doorstep of Eighteenth Dynasty Egypt, but he could not conquer the one woman he truly loved.",2013,4.23,558,394
The Caves of Steel,Isaac Asimov,"['Science Fiction', 'Fiction', 'Mystery', 'Classics', 'Science Fiction Fantasy', 'Robots', 'Crime', 'Audiobook', 'Detective', 'Novels']","A millennium into the future two advancements have altered the course of human history: the colonization of the galaxy and the creation of the positronic brain. Isaac Asimov's Robot novels chronicle the unlikely partnership between a New York City detective and a humanoid robot who must learn to work together. Like most people left behind on an over-populated Earth, New York City police detective Elijah Baley had little love for either the arrogant Spacers or their robotic companions. But when a prominent Spacer is murdered under mysterious circumstances, Baley is ordered to the Outer Worlds to help track down the killer. The relationship between Life and his Spacer superiors, who distrusted all Earthmen, was strained from the start. Then he learned that they had assigned him a partner: R. Daneel Olivaw. Worst of all was that the ""R"" stood for robot--and his positronic partner was made in the image and likeness of the murder victim!",1997,4.17,206,79236
A Dangerous Path,Erin Hunter,"['Fantasy', 'Animals', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Adventure', 'Cats', 'Animal Fiction', 'Action']","ShadowClan has a dark new leader, but will he be satisfied with his power now -- or does his desire for revenge burn even more strongly? Fireheart fears that there is a connection between the rise of Tigerstar and the terrible dreams that haunt his nights, murmuring of danger and death. Meanwhile, a mysterious and vicious threat unlike any other has invaded the forest, placing every cat's life in peril. Fireheart's beloved leader has turned her back on their warrior ancestors, and Fireheart can't help but wonder if she's right. Has StarClan abandoned them forever?",2005,4.44,313,36932
Son,Lois Lowry (Goodreads Author),"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Middle Grade', 'Classics', 'Audiobook', 'Childrens', 'Teen']","They called her Water Claire. When she washed up on their shore, no one knew that she came from a society where emotions and colors didn’t exist. That she had become a Vessel at age thirteen. That she had carried a Product at age fourteen. That it had been stolen from her body. Claire had a son. But what became of him she never knew. What was his name? Was he even alive? She was supposed to forget him, but that was impossible. Now Claire will stop at nothing to find her child, even if it means making an unimaginable sacrifice. Son thrusts readers once again into the chilling world of the Newbery Medal winning book, The Giver, as well as Gathering Blue and Messenger where a new hero emerges. In this thrilling series finale, the startling and long-awaited conclusion to Lois Lowry’s epic tale culminates in a final clash between good and evil.",2012,3.98,393,81503
Stolen,Kelley Armstrong (Goodreads Author),"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Werewolves', 'Romance', 'Paranormal Romance', 'Supernatural', 'Vampires', 'Fiction', 'Adult']","It was in Bitten, Kelley Armstrong's debut novel, that thirty-year-old Elena Michaels came to terms with her feral appetites and claimed the proud identity of a beautiful, successful woman and the only living female werewolf.  In Stolen, on a mission for her own elite pack, she is lured into the net of ruthless Internet billionaire Tyrone Winsloe, who has funded a bogus scientific investigation of the ""other races"" and their supernatural powers. Kidnapped and studied in his underground lab deep in the Maine woods, these paranormals - witches, vampires, shamans, werewolves - are then released and hunted to the death in a real-world video game. But when Winsloe captures Elena, he finally meets his match.",2004,4.15,468,43315
Halt's Peril,John Flanagan,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Action', 'Medieval', 'Young Adult Fantasy', 'High Fantasy', 'Childrens']","The renegade outlaw group known as the Outsiders has journeyed from kingdom to kingdom, conning the innocent out of their few valuables. Will and Halt, his mentor, are ambushed by the cult's deadly assassins when Halt is pierced by a poisoned arrow. Now Will must travel day and night in search of the one person with the power to cure Halt: Malkallam the Sorcerer.",2009,4.39,440,47099
Ellen Foster,Kaye Gibbons,"['Fiction', 'Southern', 'Coming Of Age', 'Young Adult', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Novels', 'School', 'Classics']","""When I was little I would think of ways to kill my daddy. I would figure out this or that way and run it down through my head until it got easy."" So begins the tale of Ellen Foster, the brave and engaging heroine of Kay Gibbons's first novel, which won the Sue Kaufman Prize from the American Academy of Institute of Arts and Letters. Wise, funny, affectionate, and true, Ellen Foster is, as Walker Percy called it, ""The real thing. Which is to say, a lovely, sometimes heartwrenching novel. . . . [Ellen Foster] is as much a part of the backwoods South as a Faulkner character—and a good deal more endearing.""",1990,3.78,126,28290
The Moon and Sixpence,W. Somerset Maugham,"['Fiction', 'Classics', 'Art', 'Literature', 'Historical Fiction', 'Novels', 'British Literature', '20th Century', 'English Literature', 'Literary Fiction']","Based on the life of Paul Gauguin, The Moon and Sixpence is W. Somerset Maugham's ode to the powerful forces behind creative genius. Charles Strickland is a staid banker, a man of wealth and privilege. He is also a man possessed of an unquenchable desire to create art. As Strickland pursues his artistic vision, he leaves London for Paris and Tahiti, and in his quest makes sacrifices that leave the lives of those closest to him in tatters. Through Maugham's sympathetic eye, Strickland's tortured and cruel soul becomes a symbol of the blessing and the curse of transcendent artistic genius, and the cost in humans' lives it sometimes demands.",2005,4.14,192,18226
The Windup Girl,Paolo Bacigalupi (Goodreads Author),"['Science Fiction', 'Fiction', 'Dystopia', 'Steampunk', 'Fantasy', 'Post Apocalyptic', 'Science Fiction Fantasy', 'Cyberpunk', 'Speculative Fiction', 'Audiobook']","Anderson Lake is a company man, AgriGen's Calorie Man in Thailand. Under cover as a factory manager, Anderson combs Bangkok's street markets in search of foodstuffs thought to be extinct, hoping to reap the bounty of history's lost calories. There, he encounters Emiko... Emiko is the Windup Girl, a strange and beautiful creature. One of the New People, Emiko is not human; instead, she is an engineered being, creche-grown and programmed to satisfy the decadent whims of a Kyoto businessman, but now abandoned to the streets of Bangkok. Regarded as soulless beings by some, devils by others, New People are slaves, soldiers, and toys of the rich in a chilling near future in which calorie companies rule the world, the oil age has passed, and the side effects of bio-engineered plagues run rampant across the globe. What Happens when calories become currency? What happens when bio-terrorism becomes a tool for corporate profits, when said bio-terrorism's genetic drift forces mankind to the cusp of post-human evolution? Award-winning author Paolo Bacigalupi delivers one of the most highly acclaimed science fiction novels of the twenty-first century.",2009,3.75,359,64382
